full_name,age,birthday,birthday_GMT,league,season,position,Current_Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Marcus Browne,24,882403200,12/18/1997,Premier League,2016/2017,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Marcus Rashford,24,878256000,10/31/1997,Premier League,2016/2017,Forward,Manchester United,1702,962,740,England,32,15,17,5,2,3,1,0,1,0,0,15,6,9,14,6,8,3,0,0.32,0.05,0.26,0.19,0.36,340,0.74,122,53,567,1702,0.16,64,210,-1,3
Mark Noble,34,547430400,5/8/1987,Premier League,2016/2017,Midfielder,West Ham United,2399,1273,1126,England,30,15,15,3,2,1,0,0,0,1,1,9,7,2,38,17,21,10,0,0.11,0,0.11,0.14,0.08,800,1.43,63,80,240,0,0.38,158,389,-1,7
Marko Arnautović,32,608947200,4/19/1989,Premier League,2016/2017,Forward,Stoke City,2725,1492,1233,Austria,32,18,14,6,3,3,5,5,0,0,1,9,7,2,42,19,23,10,1,0.36,0.17,0.2,0.18,0.22,454,1.39,65,85,248,545,0.36,92,80,-1,2
Marko Grujić,25,829353600,4/13/1996,Premier League,2016/2017,Midfielder,Liverpool,38,25,13,Serbia,5,3,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,38,0,2.37,-1,-1,-1,17
Markus Henriksen,29,712022400,7/25/1992,Premier League,2016/2017,Midfielder,Hull City,633,278,355,Norway,15,7,8,0,0,0,0,0,0,0,0,1,0,1,12,5,7,1,0,0,0,0,0,0,0,1.71,53,42,633,0,0.14,280,309,-1,20
Marouane Fellaini,34,564537600,11/22/1987,Premier League,2016/2017,Midfielder,Manchester United,1599,594,1005,Belgium,28,13,15,1,0,1,0,0,0,0,0,14,6,8,12,3,9,10,1,0.06,0,0.06,0,0.09,1599,0.68,133,57,145,0,0.62,201,373,-1,9
Marten de Roon,30,670204800,3/29/1991,Premier League,2016/2017,Midfielder,Middlesbrough,2777,1392,1385,Netherlands,33,17,16,4,2,2,0,0,0,0,0,8,5,3,41,18,23,8,0,0.13,0,0.13,0.13,0.13,694,1.33,68,84,347,0,0.26,138,359,-1,2
Martín Cáceres,34,544752000,4/7/1987,Premier League,2016/2017,Defender,Southampton,90,0,90,Uruguay,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,25
Martin Kelly,31,641174400,4/27/1990,Premier League,2016/2017,Defender,Crystal Palace,2129,1029,1100,England,29,15,14,0,0,0,2,2,0,0,0,3,3,0,43,17,26,4,0,0.08,0.08,0,0,0,0,1.82,50,73,532,1065,0.17,401,162,153,28
Martin Olsson,33,579830400,5/17/1988,Premier League,2016/2017,Defender,Swansea City,1253,616,637,Sweden,15,7,8,2,2,0,0,0,0,0,0,4,3,1,15,5,10,2,0,0.14,0,0.14,0.29,0,627,1.08,84,84,627,0,0.14,132,259,52,6
Mason Holgate,25,845942400,10/22/1996,Premier League,2016/2017,Defender,Everton,1373,619,754,England,18,9,9,0,0,0,1,0,1,0,0,6,3,3,15,7,8,2,0,0.07,0.07,0,0,0,0,0.98,92,76,687,1373,0.13,328,181,41,23
Matěj Vydra,29,704678400,5/1/1992,Premier League,2016/2017,Forward,Watford,2,2,0,Czech Republic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,24
Mateusz Hewelt,25,843436800,9/23/1996,Premier League,2016/2017,Goalkeeper,Everton,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mathieu Debuchy,36,491356800,7/28/1985,Premier League,2016/2017,Defender,Arsenal,16,16,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,15
Mathieu Flamini,37,447465600,3/7/1984,Premier League,2016/2017,Midfielder,Crystal Palace,269,67,202,France,10,4,6,0,0,0,0,0,0,0,0,3,2,1,5,1,4,0,0,0,0,0,0,0,0,1.67,54,27,0,0,0,-1,-1,-1,21
Matt Macey,27,779068800,9/9/1994,Premier League,2016/2017,Goalkeeper,Arsenal,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Matt Phillips,30,668822400,3/13/1991,Premier League,2016/2017,Midfielder,West Bromwich Albion,2193,1069,1124,Scotland,27,13,14,4,2,2,8,4,4,0,0,5,4,1,28,11,17,2,0,0.49,0.33,0.16,0.17,0.16,548,1.15,78,81,1097,274,0.08,118,17,-1,5
Matt Targett,26,811382400,9/18/1995,Premier League,2016/2017,Defender,Southampton,374,284,90,England,5,4,1,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0.96,94,75,0,0,0,362,341,38,23
Matt Worthington,24,882403200,12/18/1997,Premier League,2016/2017,Midfielder,AFC Bournemouth,16,0,16,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,26
Matteo Darmian,32,628560000,12/2/1989,Premier League,2016/2017,Defender,Manchester United,1333,529,804,Italy,18,7,11,0,0,0,0,0,0,0,0,9,3,6,8,3,5,3,0,0,0,0,0,0,0,0.54,167,74,444,0,0.2,303,281,6,16
Mattew Willock,25,840499200,8/20/1996,Premier League,2016/2017,Midfielder,Manchester United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Matthew Lowton,32,613353600,6/9/1989,Premier League,2016/2017,Defender,Burnley,3240,1620,1620,England,36,18,18,0,0,0,2,1,1,0,0,9,5,4,48,17,31,9,0,0.06,0.06,0,0,0,0,1.33,68,90,360,1620,0.25,315,203,83,25
Matthew Pennington,27,781401600,10/6/1994,Premier League,2016/2017,Defender,Everton,180,90,90,England,3,1,2,1,0,1,0,0,0,0,0,0,0,0,5,2,3,0,0,0.5,0,0.5,0,1,180,2.5,36,60,0,0,0,-1,-1,-1,17
Matty James,30,680140800,7/22/1991,Premier League,2016/2017,Midfielder,Leicester City,0,0,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mauro Zárate,34,543024000,3/18/1987,Premier League,2016/2017,Forward,Watford,206,132,74,Argentina,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1.31,69,69,0,0,0,-1,-1,-1,20
Max-Alain Gradel,34,565228800,11/30/1987,Premier League,2016/2017,Forward,AFC Bournemouth,123,98,25,Côte d'Ivoire,11,7,4,0,0,0,0,0,0,0,0,5,4,1,1,1,0,3,0,0,0,0,0,0,0,0.73,123,11,41,0,2.2,-1,-1,-1,17
Maya Yoshida,33,588384000,8/24/1988,Premier League,2016/2017,Defender,Southampton,2070,990,1080,Japan,23,11,12,1,1,0,0,0,0,0,0,7,4,3,31,13,18,2,0,0.04,0,0.04,0.09,0,2070,1.35,67,90,1035,0,0.09,224,367,87,11
Memphis Depay,27,761097600,2/13/1994,Premier League,2016/2017,Forward,Manchester United,20,14,6,Netherlands,4,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,20,0,4.5,-1,-1,-1,27
Mesut Özil,33,592876800,10/15/1988,Premier League,2016/2017,Midfielder,Arsenal,2848,1522,1326,Germany,33,17,16,8,4,4,9,6,3,0,0,12,8,4,30,11,19,2,0,0.54,0.28,0.25,0.24,0.27,356,0.95,95,86,1424,316,0.06,72,27,-1,4
Michael Carrick,40,365126400,7/28/1981,Premier League,2016/2017,Midfielder,Manchester United,1600,764,836,England,23,12,11,0,0,0,0,0,0,0,0,10,5,5,13,5,8,2,0,0,0,0,0,0,0,0.73,123,70,800,0,0.11,373,376,-1,25
Michael Dawson,38,437961600,11/18/1983,Premier League,2016/2017,Defender,Hull City,1719,729,990,England,22,10,12,3,3,0,0,0,0,0,0,3,1,2,42,19,23,4,0,0.16,0,0.16,0.37,0,573,2.2,41,78,430,0,0.21,117,270,166,4
Michael Folivi,23,888364800,2/25/1998,Premier League,2016/2017,Forward,Watford,9,0,9,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,19
Michael Keane,29,726710400,1/11/1993,Premier League,2016/2017,Defender,Burnley,3150,1530,1620,England,35,17,18,2,1,1,1,1,0,0,0,10,6,4,44,13,31,4,0,0.09,0.03,0.06,0.06,0.06,1575,1.26,72,90,788,3150,0.11,212,243,72,4
Michael Kightly,35,506908800,1/24/1986,Premier League,2016/2017,Midfielder,Burnley,101,74,27,England,5,2,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.89,101,20,0,0,0,-1,-1,-1,19
Michael Ledger,24,871603200,8/15/1997,Premier League,2016/2017,Defender,Sunderland,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Michael Phillips,24,874886400,9/22/1997,Premier League,2016/2017,Defender,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Michael Simões Domingues,30,668390400,3/8/1991,Premier League,2016/2017,Goalkeeper,Sunderland,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Michail Antonio,31,638582400,3/28/1990,Premier League,2016/2017,Midfielder,West Ham United,2440,1182,1258,England,29,14,15,9,3,6,3,3,0,0,0,7,6,1,38,18,20,6,1,0.44,0.11,0.33,0.23,0.43,271,1.4,64,84,407,813,0.22,47,135,-1,1
Michel Vorm,38,435456000,10/20/1983,Premier League,2016/2017,Goalkeeper,Tottenham Hotspur,415,180,235,Netherlands,5,2,3,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0.43,208,83,0,0,0,366,342,3,18
Michy Batshuayi,28,749520000,10/2/1993,Premier League,2016/2017,Forward,Chelsea,236,168,68,Belgium,20,9,11,5,3,2,1,1,0,0,0,9,5,4,3,3,0,0,0,2.29,0.38,1.91,1.61,2.65,47,1.14,79,12,0,236,0,-1,-1,-1,8
Miguel Ángel Britos Cabrera,36,490406400,7/17/1985,Premier League,2016/2017,Defender,Watford,2285,1074,1211,Uruguay,27,13,14,1,1,0,2,1,1,0,0,6,4,2,35,13,22,10,2,0.12,0.08,0.04,0.08,0,2285,1.38,65,85,229,1143,0.39,228,165,92,11
Mike van der Hoorn,29,719107200,10/15/1992,Premier League,2016/2017,Defender,Swansea City,661,481,180,Netherlands,8,6,2,1,1,0,0,0,0,0,0,2,2,0,18,11,7,1,0,0.14,0,0.14,0.19,0,661,2.45,37,83,661,0,0.14,135,332,170,10
Mile Jedinak,37,460339200,8/3/1984,Premier League,2016/2017,Midfielder,Crystal Palace,90,90,0,Australia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,27
Modou Barrow,29,718934400,10/13/1992,Premier League,2016/2017,Forward,Swansea City,1148,522,626,Gambia,18,9,9,0,0,0,2,0,2,0,0,3,2,1,23,8,15,1,0,0.16,0.16,0,0,0,0,1.8,50,64,1148,574,0.08,311,86,-1,14
Mohamed Elneny,29,710812800,7/11/1992,Premier League,2016/2017,Midfielder,Arsenal,694,405,289,Egypt,14,6,8,0,0,0,1,0,1,0,0,5,4,1,9,5,4,1,0,0.13,0.13,0,0,0,0,1.17,77,50,694,694,0.13,378,114,-1,24
Morgan Schneiderlin,32,626486400,11/8/1989,Premier League,2016/2017,Midfielder,Everton,1070,583,487,France,17,9,8,1,1,0,0,0,0,0,0,8,5,3,11,6,5,2,0,0.08,0,0.08,0.15,0,1070,0.93,97,63,535,0,0.17,179,374,-1,16
Moses Makasi,26,811728000,9/22/1995,Premier League,2016/2017,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mouez Hassen,26,794361600,3/5/1995,Premier League,2016/2017,Goalkeeper,Southampton,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Moussa Dembele,34,553392000,7/16/1987,Premier League,2016/2017,Midfielder,Tottenham Hotspur,2066,1081,985,Belgium,30,15,15,1,1,0,1,1,0,0,0,13,9,4,17,5,12,5,0,0.09,0.04,0.04,0.08,0,2066,0.74,122,69,413,2066,0.22,225,224,-1,11
Moussa Sissoko,32,619228800,8/16/1989,Premier League,2016/2017,Midfielder,Tottenham Hotspur,901,330,571,France,25,11,14,0,0,0,2,2,0,0,0,14,9,5,4,0,4,3,0,0.2,0.2,0,0,0,0,0.4,225,36,300,451,0.3,297,58,-1,19
Muhamed Bešić,29,716083200,9/10/1992,Premier League,2016/2017,Midfielder,Everton,0,0,0,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
N'Golo Kanté,30,670204800,3/29/1991,Premier League,2016/2017,Midfielder,Chelsea,3139,1530,1609,France,35,17,18,1,1,0,1,0,1,0,0,13,6,7,30,15,15,9,0,0.06,0.03,0.03,0.06,0,3139,0.86,105,90,349,3139,0.26,256,228,-1,11
Nacer Chadli,32,618019200,8/2/1989,Premier League,2016/2017,Midfielder,West Bromwich Albion,2149,1140,1009,Belgium,31,16,15,5,3,2,5,5,0,1,0,3,2,1,32,15,17,2,0,0.42,0.21,0.21,0.24,0.18,430,1.34,67,69,1075,430,0.08,88,53,-1,3
Nacho Monreal,35,509760000,2/26/1986,Premier League,2016/2017,Defender,Arsenal,3153,1549,1604,Spain,36,18,18,0,0,0,2,1,1,0,0,12,8,4,41,15,26,5,0,0.06,0.06,0,0,0,0,1.17,77,88,631,1577,0.14,375,198,59,23
Nampalys Mendy,29,709257600,6/23/1992,Premier League,2016/2017,Midfielder,Leicester City,272,143,129,France,4,2,2,0,0,0,0,0,0,0,0,2,1,1,5,3,2,1,0,0,0,0,0,0,0,1.65,54,68,272,0,0.33,266,395,-1,19
Nathan Aké,26,793065600,2/18/1995,Premier League,2016/2017,Defender,Chelsea,831,450,381,Netherlands,12,5,7,3,2,1,1,1,0,0,0,4,1,3,17,11,6,1,0,0.43,0.11,0.32,0.4,0.24,277,1.84,49,69,831,831,0.11,48,131,154,10
Nathan Dyer,34,565142400,11/29/1987,Premier League,2016/2017,Midfielder,Swansea City,211,177,34,England,8,5,3,0,0,0,1,1,0,0,0,1,1,0,8,6,2,0,0,0.43,0.43,0,0,0,0,3.41,26,26,0,211,0,-1,-1,-1,16
Nathan Holland,23,898214400,6/19/1998,Premier League,2016/2017,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nathan Redmond,27,762912000,3/6/1994,Premier League,2016/2017,Midfielder,Southampton,2905,1459,1446,England,37,18,19,7,3,4,1,0,1,0,0,14,8,6,36,14,22,3,1,0.25,0.03,0.22,0.19,0.25,415,1.12,81,79,726,2905,0.12,87,232,-1,1
Nathaniel Chalobah,27,787190400,12/12/1994,Premier League,2016/2017,Midfielder,Chelsea,159,142,17,England,10,6,4,0,0,0,1,1,0,0,0,7,4,3,3,3,0,2,0,0.57,0.57,0,0,0,0,1.7,53,16,80,159,1.13,-1,-1,-1,22
Nathaniel Clyne,30,670809600,4/5/1991,Premier League,2016/2017,Defender,Liverpool,3324,1704,1620,England,37,19,18,0,0,0,2,0,2,0,0,12,6,6,40,18,22,0,0,0.05,0.05,0,0,0,0,1.08,83,90,0,1662,0,383,209,51,22
Neil Taylor,32,602812800,2/7/1989,Premier League,2016/2017,Defender,Swansea City,922,311,611,Wales,11,4,7,0,0,0,0,0,0,0,0,1,1,0,25,8,17,1,0,0,0,0,0,0,0,2.44,37,84,922,0,0.1,286,302,169,22
Nemanja Matić,33,586396800,8/1/1988,Premier League,2016/2017,Midfielder,Chelsea,2696,1298,1398,Serbia,35,17,18,1,1,0,7,6,1,0,0,16,8,8,21,7,14,4,0,0.27,0.23,0.03,0.07,0,2696,0.7,128,77,674,385,0.13,241,48,-1,12
Nick Pope,29,703641600,4/19/1992,Premier League,2016/2017,Goalkeeper,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nicolas Otamendi,33,571622400,2/12/1988,Premier League,2016/2017,Defender,Manchester City,2592,1222,1370,Argentina,30,14,16,1,1,0,1,0,1,0,0,11,5,6,26,11,15,9,0,0.07,0.03,0.03,0.07,0,2592,0.9,100,86,288,2592,0.31,249,244,32,13
Nolito,35,529718400,10/15/1986,Premier League,2016/2017,Forward,Manchester City,775,359,416,Spain,19,8,11,4,1,3,2,1,1,0,0,6,2,4,6,2,4,4,1,0.7,0.23,0.46,0.25,0.65,194,0.7,129,41,155,388,0.58,26,47,-1,9
Noor Husin,24,857347200,3/3/1997,Premier League,2016/2017,Midfielder,Crystal Palace,0,0,0,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nordin Amrabat,34,544147200,3/31/1987,Premier League,2016/2017,Midfielder,Watford,2101,1131,970,Morocco,29,15,14,0,0,0,3,2,1,0,0,6,4,2,48,23,25,4,0,0.13,0.13,0,0,0,0,2.06,44,72,525,700,0.17,312,116,-1,28
Odion Jude Ighalo,32,613958400,6/16/1989,Premier League,2016/2017,Forward,Watford,1291,632,659,Nigeria,18,8,10,1,0,1,1,0,1,0,0,2,1,1,26,12,14,1,0,0.14,0.07,0.07,0,0.14,1291,1.81,50,72,1291,1291,0.07,197,182,-1,13
Ola Aina,25,844732800,10/8/1996,Premier League,2016/2017,Defender,Chelsea,23,23,0,Nigeria,3,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,21
Oliver McBurnie,25,833846400,6/4/1996,Premier League,2016/2017,Forward,Swansea City,77,73,4,Scotland,5,4,1,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,3.51,26,15,0,0,0,-1,-1,-1,21
Olivier Giroud,35,528422400,9/30/1986,Premier League,2016/2017,Forward,Arsenal,1195,542,653,France,29,14,15,12,3,9,3,1,2,0,0,10,7,3,16,2,14,2,0,1.13,0.23,0.9,0.5,1.24,100,1.21,75,41,598,398,0.15,3,45,-1,2
Olufela Olomola,24,873417600,9/5/1997,Premier League,2016/2017,Forward,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Oluwatosin Adarabioyo,24,875059200,9/24/1997,Premier League,2016/2017,Defender,Manchester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Omar Elabdellaoui,30,691891200,12/5/1991,Premier League,2016/2017,Defender,Hull City,616,352,264,Norway,8,4,4,0,0,0,0,0,0,0,0,2,1,1,13,8,5,0,0,0,0,0,0,0,0,1.9,47,77,0,0,0,261,250,155,15
Onyinye Wilfred Ndidi,25,850694400,12/16/1996,Premier League,2016/2017,Midfielder,Leicester City,1522,802,720,Nigeria,17,9,8,2,2,0,1,0,1,0,0,4,3,1,27,14,13,0,0,0.18,0.06,0.12,0.22,0,761,1.6,56,90,0,1522,0,149,192,-1,5
Oriol Romeu,30,685670400,9/24/1991,Premier League,2016/2017,Midfielder,Southampton,3072,1620,1452,Spain,35,18,17,1,0,1,0,0,0,0,0,13,8,5,40,18,22,11,0,0.03,0,0.03,0,0.06,3072,1.17,77,88,279,0,0.32,244,328,-1,9
Oscar dos Santos Emboaba Júnior,30,684374400,9/9/1991,Premier League,2016/2017,Midfielder,Chelsea,455,285,170,Brazil,9,5,4,0,0,0,1,0,1,0,0,4,2,2,6,3,3,1,0,0.2,0.2,0,0,0,0,1.19,76,51,455,455,0.2,387,59,-1,16
Oumar Niasse,31,640396800,4/18/1990,Premier League,2016/2017,Forward,Hull City,1095,467,628,Senegal,17,9,8,4,4,0,1,1,0,0,0,4,2,2,25,12,13,4,1,0.41,0.08,0.33,0.77,0,274,2.05,44,64,219,1095,0.41,44,171,-1,1
Oviemuno Dominic Ejaria,24,879811200,11/18/1997,Premier League,2016/2017,Midfielder,Liverpool,6,3,3,England,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,13
Pablo Maffeo,24,868665600,7/12/1997,Premier League,2016/2017,Defender,Manchester City,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pablo Zabaleta,36,474681600,1/16/1985,Premier League,2016/2017,Defender,Manchester City,1059,566,493,Argentina,20,10,10,1,1,0,1,1,0,0,0,4,3,1,17,6,11,2,0,0.17,0.08,0.08,0.16,0,1059,1.44,62,53,530,1059,0.17,176,167,101,16
Paddy McNair,26,798940800,4/27/1995,Premier League,2016/2017,Midfielder,Sunderland,354,210,144,Northern Ireland,9,4,5,0,0,0,0,0,0,0,0,1,1,0,7,3,4,0,0,0,0,0,0,0,0,1.78,51,39,0,0,0,419,419,-1,22
Pape N'Diaye Souaré,31,644630400,6/6/1990,Premier League,2016/2017,Defender,Crystal Palace,270,180,90,Senegal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,23
Papy Djilobodji,33,596937600,12/1/1988,Premier League,2016/2017,Defender,Sunderland,1577,857,720,Senegal,18,10,8,0,0,0,0,0,0,0,0,2,2,0,34,17,17,6,1,0,0,0,0,0,0,1.94,46,88,263,0,0.34,421,421,157,18
Patrick Bamford,28,747187200,9/5/1993,Premier League,2016/2017,Forward,Middlesbrough,314,139,175,England,14,6,8,1,1,0,0,0,0,0,0,1,1,0,6,2,4,1,0,0.29,0,0.29,0.65,0,314,1.72,52,22,314,0,0.29,55,306,-1,10
Patrick van Aanholt,31,651888000,8/29/1990,Premier League,2016/2017,Defender,Crystal Palace,2498,1237,1261,Netherlands,32,16,16,5,5,0,1,1,0,0,0,6,4,2,49,24,25,3,0,0.22,0.04,0.18,0.36,0,500,1.77,51,78,833,2498,0.11,104,221,150,4
Pau López,27,787276800,12/13/1994,Premier League,2016/2017,Goalkeeper,Tottenham Hotspur,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Paul Pogba,28,732153600,3/15/1993,Premier League,2016/2017,Midfielder,Manchester United,2609,1439,1170,France,30,17,13,5,3,2,4,3,1,0,0,14,7,7,19,9,10,7,0,0.31,0.14,0.17,0.19,0.15,522,0.66,137,87,373,652,0.24,112,104,-1,4
Paul Robinson,42,308793600,10/15/1979,Premier League,2016/2017,Goalkeeper,Burnley,270,90,180,England,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,22
Pedro Obiang,29,701654400,3/27/1992,Premier League,2016/2017,Midfielder,West Ham United,1767,987,780,Equatorial Guinea,22,13,9,1,0,1,1,0,1,0,0,6,5,1,29,18,11,7,0,0.1,0.05,0.05,0,0.12,1767,1.48,61,80,252,1767,0.36,221,214,-1,12
Pedro Rodriguez,34,554428800,7/28/1987,Premier League,2016/2017,Midfielder,Chelsea,2151,1001,1150,Spain,35,18,17,9,6,3,9,8,1,0,0,15,8,7,14,5,9,6,0,0.75,0.38,0.38,0.54,0.23,239,0.59,154,61,359,239,0.25,39,12,-1,3
Per Mertesacker,37,465264000,9/29/1984,Premier League,2016/2017,Defender,Arsenal,37,37,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.43,37,37,0,0,0,-1,-1,-1,18
Peter Crouch,40,349660800,1/30/1981,Premier League,2016/2017,Forward,Stoke City,1334,594,740,England,27,13,14,7,4,3,2,1,1,0,0,7,5,2,21,3,18,3,0,0.61,0.13,0.47,0.61,0.36,191,1.42,64,49,445,667,0.2,24,111,-1,1
Petr Čech,39,390700800,5/20/1982,Premier League,2016/2017,Goalkeeper,Arsenal,3098,1530,1568,Czech Republic,35,17,18,0,0,0,0,0,0,0,0,12,8,4,35,13,22,2,0,0,0,0,0,0,0,1.02,89,89,1549,0,0.06,374,377,44,19
Phil Bardsley,36,488764800,6/28/1985,Premier League,2016/2017,Defender,Stoke City,1170,540,630,Scotland,15,7,8,0,0,0,0,0,0,0,0,4,2,2,16,8,8,6,1,0,0,0,0,0,0,1.23,73,78,195,0,0.46,356,362,68,25
Phil Jagielka,39,398390400,8/17/1982,Premier League,2016/2017,Defender,Everton,2250,1080,1170,England,27,13,14,3,2,1,2,2,0,0,0,8,5,3,29,11,18,6,1,0.2,0.08,0.12,0.17,0.08,750,1.16,78,83,375,1125,0.24,146,163,58,5
Phil Jones,29,698630400,2/21/1992,Premier League,2016/2017,Defender,Manchester United,1585,685,900,England,18,8,10,0,0,0,0,0,0,0,0,6,3,3,13,4,9,2,0,0,0,0,0,0,0,0.74,122,88,793,0,0.11,294,295,19,21
Philipp Wollscheid,32,605145600,3/6/1989,Premier League,2016/2017,Defender,Stoke City,180,90,90,Germany,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,2,45,90,180,0,0.5,-1,-1,-1,24
Philippe Coutinho,29,708307200,6/12/1992,Premier League,2016/2017,Midfielder,Liverpool,2243,1145,1098,Brazil,31,16,15,13,7,6,7,3,4,0,0,9,5,4,27,12,15,2,0,0.8,0.28,0.52,0.55,0.49,173,1.08,83,72,1122,320,0.08,16,26,-1,2
