full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Mathew Ryan,29,702691200,4/8/1992,Premier League,2017/2018,Goalkeeper,Brighton & Hove Albion,3420,1710,1710,Australia,38,19,19,0,0,0,0,0,0,0,0,10,5,5,52,23,29,0,0,0,0,0,0,0,0,1.37,66,90,0,0,0,409,353,95,24
Mathias Jattah-Njie Jørgensen,31,640828800,4/23/1990,Premier League,2017/2018,Defender,Huddersfield Town,3420,1710,1710,Denmark,38,19,19,0,0,0,2,2,0,0,0,10,7,3,56,24,32,6,0,0.05,0.05,0,0,0,0,1.47,61,90,570,1710,0.16,401,202,126,18
Mathieu Debuchy,36,491356800,7/28/1985,Premier League,2017/2018,Defender,Arsenal,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Matias Ezequiel Schelotto,32,611884800,5/23/1989,Premier League,2017/2018,Defender,Brighton & Hove Albion,1316,615,701,Italy,20,9,11,0,0,0,0,0,0,0,0,2,0,2,29,12,17,3,0,0,0,0,0,0,0,1.98,45,66,439,0,0.21,293,316,172,20
Matt Butcher,24,863568000,5/14/1997,Premier League,2017/2018,Midfielder,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Matt Macey,27,779068800,9/9/1994,Premier League,2017/2018,Goalkeeper,Arsenal,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Matt Phillips,30,668822400,3/13/1991,Premier League,2017/2018,Midfielder,West Bromwich Albion,2096,1281,815,Scotland,30,17,13,2,1,1,2,1,1,0,0,8,5,3,31,18,13,3,0,0.17,0.09,0.09,0.07,0.11,1048,1.33,68,70,699,1048,0.13,163,137,-1,7
Matt Ritchie,32,621388800,9/10/1989,Premier League,2017/2018,Midfielder,Newcastle United,2812,1441,1371,Scotland,35,18,17,3,3,0,5,3,2,0,0,9,7,2,34,14,20,6,0,0.26,0.16,0.1,0.19,0,937,1.09,83,80,469,562,0.19,149,74,-1,5
Matt Targett,26,811382400,9/18/1995,Premier League,2017/2018,Defender,Southampton,167,90,77,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,3.23,28,84,0,0,0,-1,-1,-1,14
Matteo Darmian,32,628560000,12/2/1989,Premier League,2017/2018,Defender,Manchester United,442,90,352,Italy,8,3,5,0,0,0,0,0,0,0,0,4,2,2,3,0,3,0,0,0,0,0,0,0,0,0.61,147,55,0,0,0,379,411,8,20
Matthew Lowton,32,613353600,6/9/1989,Premier League,2017/2018,Defender,Burnley,2294,1214,1080,England,26,14,12,0,0,0,3,2,1,0,0,8,5,3,23,7,16,1,0,0.12,0.12,0,0,0,0,0.9,100,88,2294,765,0.04,326,110,41,22
Matty James,30,680140800,7/22/1991,Premier League,2017/2018,Midfielder,Leicester City,995,546,449,England,13,7,6,0,0,0,0,0,0,0,0,4,3,1,14,4,10,2,0,0,0,0,0,0,0,1.27,71,77,498,0,0.18,336,307,-1,21
Max Melbourne,23,909187200,10/24/1998,Premier League,2017/2018,Defender,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Maya Yoshida,33,588384000,8/24/1988,Premier League,2017/2018,Defender,Southampton,2051,1174,877,Japan,24,14,10,2,1,1,0,0,0,0,0,6,2,4,29,18,11,4,1,0.09,0,0.09,0.08,0.1,1026,1.27,71,85,513,0,0.18,161,407,76,7
Mesut Özil,33,592876800,10/15/1988,Premier League,2017/2018,Midfielder,Arsenal,2164,1243,921,Germany,26,15,11,4,3,1,8,6,2,0,0,8,7,1,35,16,19,4,0,0.5,0.33,0.17,0.22,0.1,541,1.46,62,83,541,271,0.17,108,14,-1,6
Michael Carrick,40,365126400,7/28/1981,Premier League,2017/2018,Midfielder,Manchester United,109,85,24,England,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,-1,-1,-1,17
Michael Folivi,23,888364800,2/25/1998,Premier League,2017/2018,Forward,Watford,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Michael Hefele,31,652147200,9/1/1990,Premier League,2017/2018,Defender,Huddersfield Town,31,0,31,Germany,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,2.9,31,16,31,0,2.9,-1,-1,-1,17
Michael Keane,29,726710400,1/11/1993,Premier League,2017/2018,Defender,Everton,2561,1270,1291,England,30,15,15,0,0,0,1,1,0,0,0,8,6,2,43,17,26,3,0,0.04,0.04,0,0,0,0,1.51,60,85,854,2561,0.11,306,210,138,27
Michael Obafemi,21,962841600,7/6/2000,Premier League,2017/2018,Forward,Southampton,8,8,0,Republic of Ireland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,17
Michail Antonio,31,638582400,3/28/1990,Premier League,2017/2018,Midfielder,West Ham United,1357,707,650,England,21,10,11,3,0,3,1,1,0,0,0,8,6,2,22,8,14,1,0,0.27,0.07,0.2,0,0.42,452,1.46,62,65,1357,1357,0.07,95,172,-1,5
Michel Vorm,38,435456000,10/20/1983,Premier League,2017/2018,Goalkeeper,Tottenham Hotspur,90,0,90,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,16
Michy Batshuayi,28,749520000,10/2/1993,Premier League,2017/2018,Forward,Chelsea,353,144,209,Belgium,12,6,6,2,2,0,1,0,1,0,0,6,3,3,6,3,3,0,0,0.76,0.25,0.51,1.25,0,177,1.53,59,29,0,353,0,17,36,-1,11
Miguel Ángel Britos Cabrera,36,490406400,7/17/1985,Premier League,2017/2018,Defender,Watford,797,384,413,Uruguay,12,6,6,1,1,0,0,0,0,0,0,5,3,2,14,5,9,4,1,0.11,0,0.11,0.23,0,797,1.58,57,66,159,0,0.56,141,291,148,12
Mike van der Hoorn,29,719107200,10/15/1992,Premier League,2017/2018,Defender,Swansea City,1952,946,1006,Netherlands,24,11,13,1,1,0,0,0,0,0,0,7,4,3,27,12,15,4,0,0.05,0,0.05,0.1,0,1952,1.24,72,81,488,0,0.18,209,378,71,12
Mikel Merino,25,835401600,6/22/1996,Premier League,2017/2018,Midfielder,Newcastle United,1343,693,650,Spain,24,13,11,1,1,0,1,1,0,0,0,5,4,1,18,7,11,4,0,0.13,0.07,0.07,0.13,0,1343,1.21,75,56,336,1343,0.27,183,174,-1,13
Mohamed Diamé,34,550627200,6/14/1987,Premier League,2017/2018,Midfielder,Newcastle United,2042,968,1074,Senegal,31,15,16,2,0,2,0,0,0,0,0,8,6,2,27,9,18,3,0,0.09,0,0.09,0,0.17,1021,1.19,76,66,681,0,0.13,160,266,-1,8
Mohamed Elneny,29,710812800,7/11/1992,Premier League,2017/2018,Midfielder,Arsenal,870,555,315,Egypt,13,8,5,0,0,0,1,1,0,0,0,5,4,1,11,6,5,4,1,0.1,0.1,0,0,0,0,1.14,79,67,174,870,0.52,330,135,-1,24
Mohamed Salah,29,708566400,6/15/1992,Premier League,2017/2018,Forward,Liverpool,2922,1556,1366,Egypt,36,19,17,32,19,13,10,8,2,1,1,16,12,4,29,7,22,1,0,1.29,0.31,0.99,1.1,0.86,91,0.89,101,81,2922,292,0.03,1,16,-1,1
Molla Wagué,30,667094400,2/21/1991,Premier League,2017/2018,Defender,Watford,439,244,195,Mali,6,3,3,1,1,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0.21,0,0.21,0.37,0,439,1.64,55,73,0,0,0,86,285,161,16
Morgan Schneiderlin,32,626486400,11/8/1989,Premier League,2017/2018,Midfielder,Everton,2128,1029,1099,France,30,15,15,0,0,0,0,0,0,0,0,8,5,3,37,14,23,7,1,0,0,0,0,0,0,1.56,58,71,304,0,0.3,307,368,-1,26
Moritz Bauer,29,696297600,1/25/1992,Premier League,2017/2018,Defender,Stoke City,1309,609,700,Switzerland,15,7,8,0,0,0,0,0,0,0,0,4,2,2,18,8,10,4,0,0,0,0,0,0,0,1.24,73,87,327,0,0.28,284,248,72,16
Moses Makasi,26,811728000,9/22/1995,Premier League,2017/2018,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Moussa Dembele,34,553392000,7/16/1987,Premier League,2017/2018,Midfielder,Tottenham Hotspur,1885,895,990,Belgium,28,13,15,0,0,0,0,0,0,0,0,11,7,4,20,6,14,6,0,0,0,0,0,0,0,0.95,94,67,314,0,0.29,371,367,-1,20
Moussa Sissoko,32,619228800,8/16/1989,Premier League,2017/2018,Midfielder,Tottenham Hotspur,1393,650,743,France,33,17,16,1,0,1,1,0,1,0,0,14,9,5,16,9,7,3,0,0.13,0.06,0.06,0,0.12,1393,1.03,87,42,464,1393,0.19,193,189,-1,8
Muhamed Bešić,29,716083200,9/10/1992,Premier League,2017/2018,Midfielder,Everton,44,0,44,Bosnia and Herzegovina,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,-1,-1,21
N'Golo Kanté,30,670204800,3/29/1991,Premier League,2017/2018,Midfielder,Chelsea,2998,1590,1408,France,34,18,16,1,0,1,1,1,0,0,0,15,10,5,29,13,16,3,0,0.06,0.03,0.03,0,0.06,2998,0.87,103,88,999,2998,0.09,237,226,-1,14
Nacer Chadli,32,618019200,8/2/1989,Premier League,2017/2018,Midfielder,West Bromwich Albion,215,11,204,Belgium,5,1,4,1,0,1,0,0,0,0,0,1,1,0,3,0,3,1,0,0.42,0,0.42,0,0.44,215,1.26,72,43,215,0,0.42,-1,-1,-1,13
Nacho Monreal,35,509760000,2/26/1986,Premier League,2017/2018,Defender,Arsenal,2244,1116,1128,Spain,28,14,14,5,3,2,2,2,0,0,0,11,7,4,26,9,17,3,0,0.28,0.08,0.2,0.24,0.16,449,1.04,86,80,748,1122,0.12,96,168,56,5
Nahki Wells,31,644198400,6/1/1990,Premier League,2017/2018,Forward,Burnley,46,22,24,Bermuda,9,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,23
Nathan Aké,26,793065600,2/18/1995,Premier League,2017/2018,Defender,AFC Bournemouth,3353,1710,1643,Netherlands,38,19,19,2,1,1,3,2,1,0,0,6,3,3,54,28,26,5,0,0.13,0.08,0.05,0.05,0.05,1677,1.45,62,88,671,1118,0.13,212,160,119,9
Nathan Dyer,34,565142400,11/29/1987,Premier League,2017/2018,Midfielder,Swansea City,1312,805,507,England,24,14,10,0,0,0,0,0,0,0,0,4,4,0,20,9,11,2,0,0,0,0,0,0,0,1.37,66,55,656,0,0.14,246,297,-1,13
Nathan Ferguson,21,970790400,10/6/2000,Premier League,2017/2018,Midfielder,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nathan Redmond,27,762912000,3/6/1994,Premier League,2017/2018,Midfielder,Southampton,1945,944,1001,England,31,14,17,1,0,1,3,2,1,0,0,8,3,5,29,12,17,3,0,0.19,0.14,0.05,0,0.09,1945,1.34,67,63,648,648,0.14,218,91,-1,10
Nathan Trott,23,911606400,11/21/1998,Premier League,2017/2018,Goalkeeper,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nathaniel Chalobah,27,787190400,12/12/1994,Premier League,2017/2018,Midfielder,Watford,448,250,198,England,6,3,3,0,0,0,0,0,0,0,0,3,1,2,7,7,0,1,0,0,0,0,0,0,0,1.41,64,75,448,0,0.2,343,290,-1,27
Nathaniel Clyne,30,670809600,4/5/1991,Premier League,2017/2018,Defender,Liverpool,174,25,149,England,3,1,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0.52,174,58,174,0,0.52,-1,-1,-1,26
Nemanja Matić,33,586396800,8/1/1988,Premier League,2017/2018,Midfielder,Manchester United,3119,1620,1499,Serbia,36,18,18,1,0,1,1,1,0,0,0,17,11,6,25,9,16,6,0,0.06,0.03,0.03,0,0.06,3119,0.72,125,87,520,3119,0.17,236,235,-1,13
Nick Pope,29,703641600,4/19/1992,Premier League,2017/2018,Goalkeeper,Burnley,3114,1584,1530,England,35,18,17,0,0,0,0,0,0,0,0,12,7,5,30,12,18,3,0,0,0,0,0,0,0,0.87,104,89,1038,0,0.09,303,269,37,16
Nicolas Otamendi,33,571622400,2/12/1988,Premier League,2017/2018,Defender,Manchester City,2968,1502,1466,Argentina,34,17,17,4,2,2,0,0,0,0,0,15,7,8,23,12,11,9,0,0.12,0,0.12,0.12,0.12,742,0.7,129,87,330,0,0.27,135,364,14,9
Niki Mäenpää,36,475286400,1/23/1985,Premier League,2017/2018,Goalkeeper,Brighton & Hove Albion,0,0,0,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nikola Vlašić,24,875923200,10/4/1997,Premier League,2017/2018,Midfielder,Everton,575,363,212,Croatia,12,7,5,0,0,0,0,0,0,0,0,3,1,2,10,8,2,0,0,0,0,0,0,0,0,1.57,58,48,0,0,0,278,281,-1,16
Nordin Amrabat,34,544147200,3/31/1987,Premier League,2017/2018,Midfielder,Watford,200,118,82,Morocco,3,2,1,0,0,0,0,0,0,0,0,2,1,1,3,3,0,0,0,0,0,0,0,0,0,1.35,67,67,0,0,0,-1,-1,-1,26
Nya Kirby,21,949276800,1/31/2000,Premier League,2017/2018,Midfielder,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Oleksandr Zinchenko,25,850608000,12/15/1996,Premier League,2017/2018,Midfielder,Manchester City,533,408,125,Ukraine,8,5,3,0,0,0,0,0,0,0,0,5,2,3,3,3,0,1,0,0,0,0,0,0,0,0.51,178,67,533,0,0.17,264,295,-1,16
Oliver Burke,24,860371200,4/7/1997,Premier League,2017/2018,Midfielder,West Bromwich Albion,356,236,120,Scotland,15,9,6,0,0,0,2,1,1,0,0,1,1,0,9,5,4,0,0,0.51,0.51,0,0,0,0,2.28,40,24,0,178,0,270,2,-1,17
Oliver McBurnie,25,833846400,6/4/1996,Premier League,2017/2018,Forward,Swansea City,269,39,230,Scotland,11,3,8,0,0,0,1,0,1,0,0,2,0,2,5,2,3,0,0,0.33,0.33,0,0,0,0,1.67,54,24,0,269,0,-1,-1,-1,18
Olivier Giroud,35,528422400,9/30/1986,Premier League,2017/2018,Forward,Chelsea,983,428,555,France,29,14,15,7,4,3,1,1,0,0,0,10,7,3,9,0,9,0,0,0.73,0.09,0.64,0.84,0.49,140,0.82,109,34,0,983,0,7,152,-1,4
Oluwatosin Adarabioyo,24,875059200,9/24/1997,Premier League,2017/2018,Defender,Manchester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Onyinye Wilfred Ndidi,25,850694400,12/16/1996,Premier League,2017/2018,Midfielder,Leicester City,2899,1411,1488,Nigeria,33,16,17,0,0,0,3,1,2,0,0,9,6,3,43,16,27,10,2,0.09,0.09,0,0,0,0,1.33,67,88,290,966,0.31,337,145,-1,20
Orestis Karnezis,36,489888000,7/11/1985,Premier League,2017/2018,Goalkeeper,Watford,1291,630,661,Greece,15,7,8,0,0,0,0,0,0,0,0,4,3,1,20,5,15,0,0,0,0,0,0,0,0,1.39,65,86,0,0,0,277,282,106,18
Oriol Romeu,30,685670400,9/24/1991,Premier League,2017/2018,Midfielder,Southampton,2903,1388,1515,Spain,34,17,17,1,0,1,0,0,0,0,0,8,3,5,43,22,21,11,0,0.03,0,0.03,0,0.06,2903,1.33,68,85,264,0,0.34,235,403,-1,11
Oumar Niasse,31,640396800,4/18/1990,Premier League,2017/2018,Forward,Everton,1081,550,531,Senegal,22,11,11,8,6,2,2,1,1,0,0,3,1,2,20,6,14,2,0,0.83,0.17,0.67,0.98,0.34,135,1.67,54,49,541,541,0.17,6,71,-1,2
Pablo Zabaleta,36,474681600,1/16/1985,Premier League,2017/2018,Defender,West Ham United,3291,1620,1671,Argentina,37,18,19,0,0,0,1,1,0,0,0,10,7,3,60,22,38,9,0,0.03,0.03,0,0,0,0,1.64,55,89,366,3291,0.25,381,236,162,21
Papa Alioune N'Diaye,31,656985600,10/27/1990,Premier League,2017/2018,Midfielder,Stoke City,1140,529,611,Senegal,13,6,7,2,1,1,1,0,1,0,0,2,0,2,16,10,6,5,0,0.24,0.08,0.16,0.17,0.15,570,1.26,71,88,228,1140,0.39,110,169,-1,6
Pape N'Diaye Souaré,31,644630400,6/6/1990,Premier League,2017/2018,Defender,Crystal Palace,8,8,0,Senegal,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,14
Pascal Groß,30,676944000,6/15/1991,Premier League,2017/2018,Midfielder,Brighton & Hove Albion,2949,1614,1335,Germany,38,19,19,7,7,0,8,6,2,1,0,10,5,5,44,21,23,2,0,0.46,0.24,0.21,0.39,0,421,1.34,67,78,1475,369,0.06,87,38,-1,2
Patrice Evra,40,358732800,5/15/1981,Premier League,2017/2018,Defender,West Ham United,228,66,162,France,5,1,4,0,0,0,0,0,0,0,0,1,0,1,10,4,6,0,0,0,0,0,0,0,0,3.95,23,46,0,0,0,-1,-1,-1,26
Patrick van Aanholt,31,651888000,8/29/1990,Premier League,2017/2018,Defender,Crystal Palace,2185,1062,1123,Netherlands,28,14,14,5,3,2,1,1,0,0,0,6,4,2,37,13,24,7,0,0.25,0.04,0.21,0.25,0.16,437,1.52,59,78,312,2185,0.29,90,215,141,4
Paul Dummett,30,685843200,9/26/1991,Premier League,2017/2018,Defender,Newcastle United,1603,875,728,Wales,20,11,9,0,0,0,0,0,0,0,0,6,5,1,18,5,13,1,0,0,0,0,0,0,0,1.01,89,80,1603,0,0.06,364,330,52,21
Paul Pogba,28,732153600,3/15/1993,Premier League,2017/2018,Midfielder,Manchester United,2151,968,1183,France,27,13,14,6,3,3,10,3,7,0,0,13,8,5,19,5,14,6,1,0.67,0.42,0.25,0.28,0.23,359,0.79,113,80,307,215,0.29,67,6,-1,6
Paulo Dino Gazzaniga,30,694310400,1/2/1992,Premier League,2017/2018,Goalkeeper,Tottenham Hotspur,90,90,0,Argentina,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,12
Pedro Obiang,29,701654400,3/27/1992,Premier League,2017/2018,Midfielder,West Ham United,1564,770,794,Equatorial Guinea,21,10,11,2,1,1,0,0,0,0,0,5,3,2,27,13,14,3,0,0.12,0,0.12,0.12,0.11,782,1.55,58,74,521,0,0.17,137,371,-1,7
Pedro Rodriguez,34,554428800,7/28/1987,Premier League,2017/2018,Midfielder,Chelsea,1522,739,783,Spain,31,14,17,4,2,2,2,1,1,0,0,13,8,5,12,6,6,1,0,0.35,0.12,0.24,0.24,0.23,381,0.71,127,49,1522,761,0.06,70,114,-1,6
Per Mertesacker,37,465264000,9/29/1984,Premier League,2017/2018,Defender,Arsenal,365,103,262,Germany,6,2,4,1,0,1,0,0,0,0,0,1,1,0,5,1,4,0,0,0.25,0,0.25,0,0.34,365,1.23,73,61,0,0,0,66,301,70,15
Peter Crouch,40,349660800,1/30/1981,Premier League,2017/2018,Forward,Stoke City,1554,880,674,England,31,16,15,5,2,3,2,2,0,0,0,4,2,2,25,15,10,4,0,0.41,0.12,0.29,0.2,0.4,311,1.45,62,50,389,777,0.23,57,111,-1,4
Petr Čech,39,390700800,5/20/1982,Premier League,2017/2018,Goalkeeper,Arsenal,3040,1510,1530,Czech Republic,34,17,17,0,0,0,0,0,0,0,0,11,8,3,45,19,26,1,0,0,0,0,0,0,0,1.33,68,89,3040,0,0.03,298,412,89,20
Phil Bardsley,36,488764800,6/28/1985,Premier League,2017/2018,Defender,Burnley,1126,496,630,Scotland,13,6,7,0,0,0,0,0,0,0,0,4,2,2,11,6,5,5,0,0,0,0,0,0,0,0.88,102,87,225,0,0.4,273,256,39,14
Phil Jagielka,39,398390400,8/17/1982,Premier League,2017/2018,Defender,Everton,2065,890,1175,England,25,10,15,0,0,0,0,0,0,0,0,7,5,2,36,10,26,2,0,0,0,0,0,0,0,1.57,57,83,1033,0,0.09,305,267,147,28
Phil Jones,29,698630400,2/21/1992,Premier League,2017/2018,Defender,Manchester United,1975,810,1165,England,23,9,14,0,0,0,0,0,0,0,0,15,8,7,10,2,8,2,0,0,0,0,0,0,0,0.46,198,86,988,0,0.09,377,399,4,23
Philip Billing,25,834451200,6/11/1996,Premier League,2017/2018,Midfielder,Huddersfield Town,760,339,421,Denmark,16,8,8,0,0,0,0,0,0,0,0,5,3,2,10,4,6,3,0,0,0,0,0,0,0,1.18,76,48,253,0,0.36,405,348,-1,20
Philip Foden,21,959472000,5/28/2000,Premier League,2017/2018,Midfielder,Manchester City,44,36,8,England,5,4,1,0,0,0,1,1,0,0,0,3,2,1,0,0,0,0,0,2.05,2.05,0,0,0,0,0,0,9,0,44,0,-1,-1,-1,19
Philippe Coutinho,29,708307200,6/12/1992,Premier League,2017/2018,Midfielder,Liverpool,1116,596,520,Brazil,14,8,6,7,2,5,6,2,4,0,0,5,4,1,14,3,11,0,0,1.05,0.48,0.56,0.3,0.87,159,1.13,80,80,0,186,0,14,3,-1,4
Pierre-Emerick Aubameyang,32,614131200,6/18/1989,Premier League,2017/2018,Forward,Arsenal,1058,541,517,Gabon,13,7,6,10,7,3,4,3,1,1,1,4,3,1,13,5,8,0,0,1.19,0.34,0.85,1.16,0.52,106,1.11,81,81,0,265,0,4,11,-1,2
Pierre-Emile Højbjerg,26,807580800,8/5/1995,Premier League,2017/2018,Midfielder,Southampton,1671,716,955,Denmark,23,10,13,0,0,0,0,0,0,0,0,3,0,3,27,10,17,6,0,0,0,0,0,0,0,1.45,62,73,279,0,0.32,281,293,-1,18
Rafael Euclides Soares Camacho,21,958953600,5/22/2000,Premier League,2017/2018,Midfielder,Liverpool,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ragnar Klavan,36,499478400,10/30/1985,Premier League,2017/2018,Defender,Liverpool,1448,818,630,Estonia,19,12,7,1,0,1,0,0,0,0,0,9,7,2,14,3,11,0,0,0.06,0,0.06,0,0.14,1448,0.87,103,76,0,0,0,200,257,34,15
Raheem Sterling,27,786844800,12/8/1994,Premier League,2017/2018,Forward,Manchester City,2592,1240,1352,England,33,15,18,18,11,7,11,6,5,1,0,14,5,9,21,11,10,5,1,1.01,0.38,0.63,0.8,0.47,144,0.73,123,79,518,236,0.17,8,9,-1,2
Rajiv van La Parra,30,675993600,6/4/1991,Premier League,2017/2018,Midfielder,Huddersfield Town,2145,1020,1125,Netherlands,33,16,17,3,2,1,0,0,0,1,0,9,6,3,34,14,20,4,1,0.13,0,0.13,0.18,0.08,715,1.43,63,65,429,0,0.21,130,351,-1,4
Ramadan Sobhi,24,853977600,1/23/1997,Premier League,2017/2018,Forward,Stoke City,1233,465,768,Egypt,24,11,13,2,1,1,0,0,0,0,0,4,2,2,30,14,16,2,0,0.15,0,0.15,0.19,0.12,617,2.19,41,51,617,0,0.15,124,410,-1,7
Rayhaan Rahim Amari Tulloch,21,979948800,1/20/2001,Premier League,2017/2018,Midfielder,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Reece Burke,25,841622400,9/2/1996,Premier League,2017/2018,Defender,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Reece Oxford,23,913766400,12/16/1998,Premier League,2017/2018,Defender,West Ham United,4,4,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,15
Reiss Nelson,22,944784000,12/10/1999,Premier League,2017/2018,Forward,Arsenal,146,82,64,England,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.85,49,49,0,0,0,-1,-1,-1,16
Rekeem Harper,21,952473600,3/8/2000,Premier League,2017/2018,Midfielder,West Bromwich Albion,20,20,0,England,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,-1,21
Renato Sanches,24,871862400,8/18/1997,Premier League,2017/2018,Midfielder,Swansea City,704,313,391,Portugal,12,5,7,0,0,0,0,0,0,0,0,2,1,1,8,4,4,1,0,0,0,0,0,0,0,1.02,88,59,704,0,0.13,280,309,-1,14
Rhu-endly Martina,32,622684800,9/25/1989,Premier League,2017/2018,Defender,Everton,1830,1020,810,Curaçao,21,12,9,0,0,0,2,1,1,0,0,6,4,2,29,11,18,1,0,0.1,0.1,0,0,0,0,1.43,63,87,1830,915,0.05,309,132,116,23
Richarlison de Andrade,24,863222400,5/10/1997,Premier League,2017/2018,Forward,Watford,2827,1265,1562,Brazil,38,19,19,5,1,4,4,0,4,0,0,9,5,4,48,23,25,4,0,0.29,0.13,0.16,0.07,0.23,565,1.53,59,74,707,707,0.13,117,102,-1,4
Riyad Mahrez,30,667094400,2/21/1991,Premier League,2017/2018,Midfielder,Leicester City,2960,1543,1417,Algeria,36,18,18,12,6,6,10,4,6,0,0,9,6,3,48,18,30,2,0,0.67,0.3,0.36,0.35,0.38,247,1.46,62,82,1480,296,0.06,37,18,-1,2
Rob Elliot,35,515203200,4/30/1986,Premier League,2017/2018,Goalkeeper,Newcastle United,1440,720,720,Republic of Ireland,16,8,8,0,0,0,0,0,0,0,0,3,2,1,20,8,12,0,0,0,0,0,0,0,0,1.25,72,90,0,0,0,362,327,73,23
Rob Holding,26,811555200,9/20/1995,Premier League,2017/2018,Defender,Arsenal,820,365,455,England,12,6,6,0,0,0,0,0,0,0,0,3,2,1,15,5,10,3,0,0,0,0,0,0,0,1.65,55,68,273,0,0.33,329,273,163,25
